id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>
159	base supply device	-0.2748	-0.4811	17	25	75	3	2013
160	based sensitizer	1.6188	0.6024	7	12	70	6	2015.6667
161	basis	-0.2105	-0.1432	1	62	88	6	2009.8333
162	battery	0.1597	-0.1652	37	186	518	32	2012.4062
163	bbt	2.6221	-0.689	13	18	288	16	2019.9375
164	beacon device	-0.5385	-0.8747	18	9	27	3	2016.3333
165	bead	-0.2953	0.2609	5	36	88	7	2014.1429
166	beam cross section	-0.5145	-0.8408	18	27	77	5	2017.6
167	beneficial cooling	-1.6079	-1.357	15	33	198	6	2013.6667
168	beneficial utilization	-1.4797	-1.2281	15	39	210	8	2012.5
169	benzoindole	0.9591	-0.025	33	12	36	3	2010.6667
170	better surface roughness performance	-0.5397	0.249	11	17	66	4	2016.75
171	bg1	-0.2199	-0.3181	17	17	46	3	2006.6667
172	bi2o3	-0.2912	0.3513	16	8	24	3	2010
173	biaryl	0.932	0.039	35	19	86	5	2020.6
174	bidentate	0.3873	0.6239	3	56	179	10	2015.7
175	bidentate ligand	0.3414	0.5047	3	88	222	16	2013.0625
176	bilayer film	-1.1333	1.4336	12	32	96	3	2018
177	bilayer film comprising	-1.1338	1.4324	12	32	96	3	2018
178	bind	-0.332	0.0908	17	25	100	4	2006.75
179	binder	-0.2413	0.1104	17	159	423	24	2010.7083
180	binder resin	-0.0381	0.2482	24	16	48	3	2010.3333
181	binding	-0.1255	0.0959	10	38	68	5	2015
182	binding energy range	0.8047	-0.5658	29	21	137	7	2014.4286
183	biological sensor	0.649	-0.5106	37	30	174	6	2012.6667
184	biological template	-0.8439	0.6656	15	4	12	4	2013.25
185	biology	0.4186	0.048	20	19	55	6	2015.6667
186	biomolecular functionalization	0.0938	0.406	34	21	63	3	2010.6667
187	biomolecule	0.1136	0.3835	34	31	74	4	2013
188	bioproduct	-1.6082	-1.3564	15	33	198	6	2013.6667
189	biosensor	0.3487	0.358	34	41	251	15	2012.4
190	biphenyl	1.237	0.1762	21	27	77	3	2011.3333
191	biphenyl unit	1.425	0.7713	30	45	322	8	2017.875
192	bipyridine	0.4892	0.2604	3	44	109	7	2012.1429
193	bipyridine ligand	0.3083	0.0491	6	29	49	3	2010.6667
194	blackbody radiation	-0.1885	-0.7749	1	25	99	4	2015.25
195	blade coated substrate	-0.3203	0.6711	5	23	106	5	2017.4
196	blade coating	-0.3205	0.6709	5	23	106	5	2017.4
197	blend	2.4174	-0.6076	13	56	1013	47	2019.1489
198	bmc	0.0296	-0.4913	6	23	53	3	2012
199	bmc material	0.0296	-0.4923	6	23	53	3	2012
200	bo2h2	1.2368	0.1764	21	27	77	3	2011.3333
201	body	-0.1089	-0.1228	1	134	310	22	2014.2727
202	bond	0.176	0.0265	21	79	138	12	2012.8333
203	bonding layer	-0.2706	-0.111	14	26	36	3	2014.6667
204	boron	0.6632	-0.0833	6	44	164	13	2013.9231
205	boron comprising perylene monoimide	0.9665	-0.1373	6	9	54	6	2015.3333
206	bottom	-0.3457	-0.3354	36	27	28	3	2013.3333
207	bottom surface	-0.6149	-0.5845	10	23	84	8	2013.875
208	branched alkyl chain	1.2366	0.1762	21	27	77	3	2011.3333
209	bridging molecule	-1.0287	1.1677	12	31	93	3	2017
210	buffer layer	-0.289	-0.1125	4	32	60	5	2011.2
211	building	-0.2637	-0.1114	1	70	115	8	2014.875
212	building block	0.9683	-0.1289	6	17	70	7	2015.1429
213	building material	-0.2481	-0.0094	1	47	51	3	2019
214	bulk heterojunction solar cell	1.2447	-0.1251	7	26	72	3	2014
215	bulk molding compound	0.0295	-0.4914	6	23	53	3	2012
216	bulk region	-1.1334	1.4331	12	32	96	3	2018
217	bump	-0.6283	-0.4357	41	26	65	4	2009
218	bus bar	-0.5665	-0.488	36	18	38	4	2017.75
219	c powder ink deposition	-0.3119	0.5646	27	21	59	3	2013.6667
220	c1 c20 alkoxy group	0.556	0.5083	2	21	45	3	2020.6667
221	c1 c20 alkyl group	0.5688	0.4828	2	43	68	4	2018.25
222	c1 c20 thioalkoxy group	0.556	0.5082	2	21	45	3	2020.6667
223	c1 c6 alkoxy	1.0618	0.2921	7	22	110	5	2020.2
224	c1 c6 alkyl	1.0613	0.2924	7	22	110	5	2020.2
225	capability	-0.9216	-0.7077	41	34	129	6	2008.1667
226	capacitor	0.3466	-0.2203	37	116	340	16	2012.9375
227	carbazole	0.5199	0.0915	8	36	62	6	2015.6667
228	carbon	-0.3555	0.5245	32	162	389	29	2014.9655
229	carbon atom	0.3156	0.4664	2	105	246	16	2015.9375
230	carbon compound	-0.4584	0.1897	12	34	67	4	2008.75
231	carbon material	0.1764	-0.0834	6	41	149	12	2012.4167
232	carbon nanotube	-0.2109	-0.0815	1	145	306	21	2012.5238
233	carbon nanotube electrode	-0.2115	-0.0381	10	44	73	3	2008.3333
234	carbon nanotube layer	-0.2372	-0.0636	10	37	66	3	2008.3333
235	carbon nanotube yarn	-0.1362	-0.0287	1	32	43	3	2013.6667
236	carbon titania nanocomposite thin film	-0.3206	0.6715	5	23	106	5	2017.4
237	carboxy group	0.5531	0.3076	11	15	43	3	2012.6667
238	carboxyindolenine structure	0.5532	0.3075	11	15	43	3	2012.6667
239	carboxyl group	0.3816	0.473	3	40	154	10	2015.6
240	carboxyl group act	1.4413	0.7792	30	52	482	12	2017.5833
241	carboxylate group	0.277	-0.2869	9	10	30	3	2010.3333
242	carboxylic acid	0.3589	0.2477	2	94	167	11	2012.2727
243	carboxylic acid group	0.5707	0.4143	2	44	105	5	2013.4
244	carboxylic group	0.6514	-0.0574	9	15	59	4	2006.75
245	carrier	0.1143	0.0592	2	102	161	10	2013.7
246	carrier system	0.5608	0.4285	2	30	73	3	2016.6667
247	carrier transport layer	-0.1602	0.0536	10	43	80	6	2010.1667
248	carrier transport material	-0.6761	-0.248	4	17	48	3	2014.3333
249	carrier transporting material	-0.5519	-0.1763	4	19	53	3	2015
250	case	0.0969	-0.0568	7	190	471	28	2014.3214
251	casting mold	-1.1435	0.8368	32	18	49	3	2015
252	catalyst	0.3405	-0.2903	37	181	533	31	2013.8387
253	catalyst capability	0.024	0.3766	28	22	64	3	2011.3333
254	catalyst electrode	0.8047	-0.5664	29	21	137	7	2014.4286
255	catalyst layer	-0.3582	-0.1215	4	173	487	29	2013.0345
256	catalytic activity	-0.0755	0.0751	1	52	81	6	2013.8333
257	catalytic electrode	0.5332	-0.5081	29	40	204	12	2014.5833
258	catalytic layer	-0.3251	-0.1319	1	36	59	4	2013
259	cathode	-0.1691	-0.0339	5	223	542	35	2013.8571
260	cation	0.7275	0.309	22	115	330	22	2013.3182
261	cation a	1.1771	0.5003	22	28	139	5	2019.2
262	cation component	0.2385	0.0068	21	21	55	5	2009.4
263	cationic metal complex functioning	0.4623	0.4073	3	23	73	4	2013.75
264	cationic radii	0.052	1.0998	8	4	12	3	2012
265	cell	-0.1823	-0.3392	1	353	951	67	2013.6418
266	cell type	0.3544	-1.0982	38	28	84	3	2011.6667
267	cell unit	-0.805	-0.1606	27	20	76	4	2017
268	certain embodiment	-0.1231	0.5437	5	75	213	9	2015.8889
269	certain methin dye	0.2132	0.1776	2	10	30	3	2013
270	cesium salt	0.3372	0.5024	3	33	86	3	2016.6667
271	cf3	0.7576	0.1527	21	59	72	4	2010.75
272	cfx	0.4258	0.808	16	21	63	3	2015
273	ch2	0.4375	0.2267	8	27	40	4	2011.25
274	ch3	1.0999	0.4765	22	42	154	6	2018.3333
275	ch3c	1.1773	0.5003	22	28	139	5	2019.2
276	chain	0.2741	0.0238	9	94	237	17	2012.6471
277	chamber	-0.2446	-0.1556	1	71	136	11	2013.0909
278	change	-0.2252	0.0656	23	141	329	18	2012.4444
279	characteristic	-0.1273	-0.1186	1	220	511	39	2012.3846
280	charge	0.0588	0.2757	2	221	666	34	2017.3529
281	charge carrier	0.0723	-0.1576	1	34	48	3	2014
282	charge storage component	-0.3596	-0.5873	1	5	11	3	2014
283	charge transfer	-0.1877	-0.3507	4	54	96	6	2014.1667
284	charge transfer layer	0.249	0.5703	3	101	487	25	2015.8
285	charge transfer medium	-0.8121	-0.0028	26	22	66	3	2019.3333
286	charge transport layer	0.4195	0.3486	3	39	89	6	2011.5
287	charge transport layer comprising	0.4621	0.4074	3	23	73	4	2013.75
288	charge transport material	0.4425	-0.3898	25	18	42	4	2010.25
289	chemical	-0.1239	0.0915	1	33	51	3	2013
290	chemical bond	1.0532	0.2892	7	23	150	7	2020.1429
291	chemical formula	0.5539	0.2947	2	76	116	10	2013.2
292	chemical method	0.7499	-0.2929	21	12	48	4	2013.75
293	chemical sensor	0.6493	-0.5105	37	30	174	6	2012.6667
294	chemical structure	0.2122	-0.1591	31	62	135	6	2013
295	chemical vapor deposition	-0.0925	-0.2055	1	24	30	3	2018.6667
296	chiral element	0.0364	0.2509	23	29	87	3	2016.6667
297	chiral morphology	0.6299	0.0725	22	12	36	3	2009.3333
298	chlorine	0.9023	0.367	35	20	60	3	2009.3333
299	chromophore	0.6958	0.1142	7	89	277	16	2011.9375
300	circulation mechanism	-0.4904	-0.2055	4	18	39	3	2013.6667
301	clad material	-1.096	0.2148	32	13	39	3	2014.6667
302	claim	0.9776	0.2811	7	30	174	11	2017.6364
303	clay	0.1783	-0.0452	31	16	36	4	2010.75
304	cluster	-0.0873	-0.2459	1	39	82	4	2012.75
305	cnt	-0.1867	-0.0191	1	22	44	4	2012
306	cnx	-0.1886	-0.0177	1	11	32	3	2012.3333
307	co adsorbent	0.5109	0.3878	2	42	68	3	2015.3333
308	co ligand	0.1949	0.7806	3	19	57	3	2012.3333
309	co making	-1.6092	-1.3562	15	33	198	6	2013.6667
310	coating	-0.0621	-0.0396	37	334	1071	61	2011.082
311	coating film	-0.3098	-0.0753	28	38	68	4	2009.75
312	coating layer	-0.1844	-0.1771	11	50	87	6	2013.5
313	coating liquid	-0.8985	-0.7392	4	17	64	4	2013.5
314	coating solution	0.0244	0.3772	28	22	64	3	2011.3333
315	coating surface	-0.7536	0.1245	27	8	32	4	2017.75
316	coating thickness	-0.0629	0.4528	8	39	84	5	2017.6
317	cobalt	0.0873	-0.1752	14	52	132	9	2012.7778
318	cobalt complex	0.3367	0.3006	3	28	58	7	2014
319	coefficient	0.3302	0.1805	2	76	155	10	2013.2
320	collection	-0.0544	-0.085	10	67	97	5	2009.2
321	collector	-0.1818	-0.2791	29	48	106	8	2014.5
322	collector electrode	-0.4153	-0.216	4	33	50	4	2014.5
323	color	-0.0841	-0.041	7	78	183	11	2011.5455
324	colored polymer film	0.705	-0.8156	45	5	15	3	2022.3333
325	colored solar cell	0.6889	-0.8014	45	17	29	4	2022.5
326	colored solar cell module	0.6889	-0.8014	45	17	29	4	2022.5
327	combination	0.4879	0.188	22	276	983	64	2016.3594
328	combination manner	-0.904	-0.3323	19	24	120	5	2013
329	combination ratio	-0.2475	-0.1118	6	28	85	4	2010.5
330	common electrode	-0.3597	-0.5876	1	5	11	3	2014
331	comparison	-0.3822	0.2625	12	49	89	5	2011
332	complex	0.3373	0.129	3	160	416	38	2013.4211
333	component	-0.1204	-0.2451	18	248	714	49	2013.5102
334	component salt	0.75	-0.293	21	12	48	4	2013.75
335	composite conductive polymer composition	0.6321	0.6704	2	32	244	8	2013.25
336	composite dye	-0.2123	0.2271	15	30	60	5	2013.8
337	composite film	-0.5701	-0.1058	20	29	75	5	2010.8
338	composite material	-0.0373	-0.3269	6	78	114	8	2011.75
339	composite polymer electrolyte	0.3831	-0.0748	9	15	75	5	2009.6
340	composite polymer electrolyte composition	0.3896	0.722	16	44	127	6	2013.3333
341	composition	0.6398	0.0541	2	392	1907	112	2015.5089
342	composition canbe	-0.3412	0.2588	6	19	95	5	2015.8
343	compound	0.462	0.1887	7	652	3961	267	2015.4794
344	compounding	0.0295	-0.4923	6	23	53	3	2012
345	comprise hydrogen	0.6158	0.5278	2	25	75	3	2012.6667
346	comprising	-0.1348	-0.286	33	317	864	53	2013
347	comprising metal portion	-0.647	-0.1225	20	17	51	3	2008.6667
348	comprising potassium iodide	-0.8987	-0.7393	4	17	64	4	2013.5
349	computational dft	1.4399	0.7826	30	52	482	12	2017.5833
350	concentration	-0.0697	-0.0667	1	171	324	20	2011.3
351	condition	-0.09	-0.0855	1	194	340	25	2013.72
352	conducting network	-0.5429	0.0749	27	21	80	4	2018.25
353	conduction band energy level	-1.1993	0.4023	32	12	33	3	2006.6667
354	conductive base material	-0.8986	-0.7394	4	17	64	4	2013.5
355	conductive electrode	-0.0711	0.2246	24	35	71	5	2010.4
356	conductive electrode pattern	-0.0238	-0.3193	14	16	64	4	2016.25
357	conductive film	-0.18	-0.1111	23	111	327	19	2012.6842
358	conductive glass	-0.0762	-0.2136	14	51	118	6	2008.3333
359	conductive glass substrate	-0.1624	-0.1918	24	71	111	6	2009.5
360	conductive grid	-0.2591	-0.2984	1	34	68	3	2014.3333
361	conductive layer	-0.4814	-0.1282	4	171	534	41	2012.2439
362	conductive light	0.1404	-0.4677	6	17	51	3	2010
363	conductive material	-0.2464	-0.0287	14	126	271	16	2009.875
364	conductive membrane	0.6319	0.6701	2	32	244	8	2013.25
365	conductive metal film	-0.5179	-0.1104	19	31	115	7	2012
366	conductive nanoparticle	0.0425	-0.1375	1	47	67	4	2013.25
367	conductive part	0.328	0.1426	23	19	93	5	2014.6
368	conductive polyaniline	0.0474	0.4097	28	15	43	3	2008
369	conductive polymer	-1.621	0.7915	39	73	220	12	2013.5
370	conductive polymer composition	0.6317	0.6707	2	32	244	8	2013.25
371	conductive polymer layer	0.3283	0.1425	23	19	93	5	2014.6
372	conductive porous layer	-0.8124	-0.0027	26	22	66	3	2019.3333
373	conductive portion	-0.9064	-0.1432	17	12	48	4	2011
374	conductive salt	0.052	1.0998	8	4	12	3	2012
375	conductive substrate	-0.4536	-0.0247	11	248	868	64	2011.7812
376	conductive substrate side surface	-0.526	-0.1148	19	19	89	5	2012.6
377	conductive support	0.2476	0.5698	3	106	510	27	2016.4074
378	conductive surface	-0.6982	-0.525	41	71	200	10	2008.7
379	conductive transparent electrode	-0.2369	-0.0754	10	39	84	4	2012
380	conductive transparent substrate	0.2777	0.3421	24	70	158	7	2011.8571
381	conductivity	-0.0043	-0.1185	1	184	383	23	2012.5217
382	conductor	0.0404	-0.0901	25	88	184	14	2012.1429
383	configuration	-0.1574	-0.2654	1	88	183	10	2011.1
384	conformal coating	-1.1713	-0.3347	36	25	72	3	2015.6667
385	conformal crystalline seed coating	-1.1708	-0.3348	36	25	72	3	2015.6667
386	conjugate	0.6352	0.4098	3	15	60	4	2013.5
387	conjugated bridge	1.4423	0.7806	30	52	482	12	2017.5833
388	conjugated polymer comprising donor	2.7733	-0.6788	13	22	880	40	2019.3
389	conjugated unit	0.711	0.1797	42	17	52	6	2014.3333
390	conjugation	1.0076	0.2848	7	41	196	9	2010
391	connected particle	-0.2908	0.0384	17	26	59	3	2009.6667
392	connecting sheet	-1.1427	0.8366	32	18	66	4	2014.75
393	connection	-0.1821	-0.2166	1	83	129	9	2014
394	connection part	-0.8801	-0.3568	26	16	60	4	2015.25
395	connector	-0.9303	-0.4197	19	19	57	3	2020.6667
396	constant interval	-0.2325	-0.062	10	38	68	3	2007.3333
397	constituent	-0.2725	0.0326	25	15	41	3	2007.6667
398	construction	-0.3303	-0.1035	1	62	100	7	2012.8571
399	contact	-0.4593	-0.4706	4	362	1145	65	2013.8769
400	contact area	-0.5932	0.2128	15	51	139	7	2015.8571
401	contacting	-0.6472	-0.1228	20	17	51	3	2008.6667
402	contaminant	0.043	0.0462	21	24	34	3	2011
403	content	-0.0117	-0.0252	6	105	255	16	2012.3125
404	continual power	-0.1889	-0.775	1	25	99	4	2015.25
405	continuous individual columnar structure	0.3544	-1.0981	38	28	84	3	2011.6667
406	continuous manufacturing process	-0.0043	-0.1642	9	32	72	6	2008
407	continuous source	-0.1881	-0.7749	1	25	99	4	2015.25
408	continuous transparent pathway	-0.8125	-0.0027	26	22	66	3	2019.3333
409	control unit	-0.2227	-0.2013	1	15	24	3	2020
410	controlled morphology	0.355	-1.0989	38	28	84	3	2011.6667
411	controlled substrate temperature	0.5261	-0.686	40	16	76	5	2020.8
412	controller	-0.1881	-0.1774	1	35	79	9	2014.3333
413	convenience	-0.2269	-0.4133	1	28	43	3	2012.6667
414	conventional dye sensitized solar cell	-0.3315	0.2155	9	48	121	7	2009.2857
415	conventional mesoscopic pv cell	-0.0761	-1.0706	33	37	148	4	2015.75
416	conventional ruthenium dye	0.959	-0.0252	33	12	36	3	2010.6667
417	conversion	-0.0169	-0.1071	1	96	158	13	2015.4615
418	conversion efficiency	-0.3091	-0.0284	39	124	325	19	2011.8947
419	convert	-0.2524	-0.5329	1	14	53	4	2014
420	cooh	1.2367	0.1762	21	27	77	3	2011.3333
421	cooling	-0.2236	-0.3012	1	28	45	3	2013.6667
422	coordinate	-0.5384	-0.8743	18	9	27	3	2016.3333
423	coordinating atom	0.379	0.7595	3	24	72	3	2017
424	copolymer	0.3096	-0.2959	25	133	302	23	2012.7391
425	copper	0.0813	-0.2403	14	43	140	10	2016.1
426	copper redox	0.678	0.1724	20	7	28	4	2021
427	core	-0.1171	-0.0375	5	37	50	6	2017.3333
428	corner region	-0.5785	-0.4974	36	10	30	3	2018.6667
429	corresponding electrical interface	-0.3338	-0.9166	18	23	67	3	2015
430	corresponding manufacturing process	-0.2541	-0.2946	1	30	71	3	2016
431	corrosion	-0.1716	-0.2027	24	66	116	8	2011.375
432	corrosion resistance	-1.0543	0.2069	32	22	50	4	2015
433	cost	-0.2523	-0.2066	29	119	264	14	2012.1429
434	counter	-0.3826	-0.1968	4	32	46	3	2016
435	counter anion	0.3883	0.2262	2	58	151	11	2013.4545
436	counter electrode	-0.2292	-0.0364	4	668	3889	249	2013.3976
